rank,divisionRank,team,classification,conference,rating,wins,losses,ties,scheduleStrength
436,46,Adrian,iii,Michigan,-12.817952,2,1,0,-23.267878
437,47,Christopher Newport,iii,New Jersey,-12.840584,2,0,0,-47.532017
438,48,Bates,iii,NESCAC,-12.864595,0,1,0,2.385339
439,113,West Liberty,ii,Mountain East,-12.961682,3,1,0,-17.093789
440,114,Elizabeth City State,ii,CIAA,-13.077898,0,3,0,1.893812
441,115,Lake Erie,ii,Great Midwest Athletic,-13.197193,2,1,0,-18.840642
442,116,Concord,ii,Mountain East,-13.248723,2,1,0,-16.724975
443,117,Missouri S&T,ii,Great Lakes,-13.328771,0,3,0,4.962935
444,49,Mount Union,iii,Ohio,-13.457649,1,2,0,-12.845923
445,50,Washington St. Louis,iii,North Coast,-13.461151,3,0,0,-31.186757
446,118,Wheeling,ii,Mountain East,-13.505208,2,2,0,-13.188732
447,119,Lock Haven,ii,Pennsylvania State Athletic,-13.530735,1,2,0,-8.148514
448,13,Thomas,unknown,Independent,-13.638931,0,1,0,16.583148
449,51,Benedictine (IL),iii,NACC,-14.101067,2,0,0,-32.115027
450,14,Langston,unknown,Independent,-14.288344,1,0,0,-22.490848
451,52,Gustavus Adolphus,iii,Minnesota,-14.366401,1,1,0,-6.991945
452,120,Charleston (WV),ii,Mountain East,-14.408834,1,3,0,2.217328
453,53,Heidelberg,iii,Ohio,-14.450913,3,0,0,-30.734899
454,54,Muhlenberg,iii,Centennial,-14.616243,2,1,0,-19.889648
455,55,Lewis & Clark,iii,Northwest,-14.749896,2,0,0,-38.726148
456,121,UVA Wise,ii,South Atlantic,-14.866715,0,4,0,3.19821
457,56,Rowan,iii,New Jersey,-15.082962,1,1,0,-17.62896
458,57,Hobart,iii,Liberty League,-15.085789,2,1,0,-20.536902
459,58,Illinois Wesleyan,iii,CCIW,-15.16609,3,0,0,-23.925778
460,122,Gannon,ii,Pennsylvania State Athletic,-15.281576,0,3,0,2.029919
461,123,Bowie State,ii,CIAA,-15.3671,0,3,0,11.869076
462,59,Carroll (WI),iii,CCIW,-15.514649,2,1,0,-29.632429
463,60,Merchant Marine,iii,NEWMAC,-15.571461,2,0,0,-41.475421
464,124,Glenville State,ii,Mountain East,-15.589384,1,2,0,0.857489
465,125,Shippensburg,ii,Pennsylvania State Athletic,-15.624921,1,2,0,-12.637524
466,126,Northern Michigan,ii,GLIAC,-15.686535,0,4,0,9.767842
467,61,Augustana (IL),iii,CCIW,-15.68776,1,2,0,-21.302583
468,62,Alma,iii,Michigan,-15.905672,0,3,0,-7.160237
469,127,Eastern New Mexico,ii,Lone Star,-15.942244,0,3,0,-1.374762
470,15,Wayland Baptist,unknown,Independent,-15.973378,1,0,0,-22.323421
471,128,Shaw,ii,CIAA,-16.013782,3,1,0,-20.164529
472,16,Bethel University Tennessee,unknown,Independent,-16.031289,1,0,0,-31.251862
473,63,Wisconsin Stout,iii,Wisconsin,-16.123903,2,1,0,-16.570903
474,17,Texas Wesleyan,unknown,Independent,-16.168543,0,2,0,12.855063
475,129,Quincy,ii,Great Lakes,-16.559731,1,2,0,-11.48219
476,64,Loras,iii,American Rivers,-16.64397,2,1,0,-30.933272
477,18,Southern Oregon,unknown,Independent,-16.673278,0,1,0,11.715242
478,65,Bowdoin,iii,NESCAC,-16.714521,0,1,0,0.63544
479,130,Clark Atlanta,ii,SIAC,-16.850432,1,3,0,-0.53928
480,19,Kentucky Christian,unknown,Independent,-16.973889,1,2,0,-12.340545
481,66,McMurry,iii,American Southwest,-17.011682,2,1,0,-20.53529
482,131,Southwest Baptist,ii,Great Lakes,-17.023579,1,3,0,-17.018648
483,67,Wisconsin Stevens Point,iii,Wisconsin,-17.121848,2,1,0,-19.976514
484,68,Wisconsin Oshkosh,iii,Wisconsin,-17.191715,2,1,0,-16.647702
485,20,Saint Xavier,unknown,Independent,-17.220121,0,1,0,13.152792
486,21,Warner,unknown,Independent,-17.304652,0,1,0,12.917427
487,69,Carnegie Mellon,iii,Presidents',-17.334248,1,2,0,-15.742709
488,70,Randolph Macon,iii,Old Dominion,-17.703783,2,1,0,-26.154895
489,71,Marietta,iii,Ohio,-17.779233,2,1,0,-22.93438
490,132,Fairmont State,ii,Mountain East,-17.860204,0,4,0,1.010356
491,72,Hamilton,iii,NESCAC,-17.977051,0,1,0,-6.95201
492,73,Grove City,iii,Presidents',-18.027287,0,2,0,-8.541247
493,133,Chowan,ii,Carolinas,-18.067807,2,2,0,-12.854945
494,134,Seton Hill,ii,Pennsylvania State Athletic,-18.145108,1,2,0,-19.514521
495,22,Arkansas Baptist,unknown,Independent,-18.275168,0,1,0,11.94691
496,74,Concordia (WI),iii,NACC,-18.306584,3,0,0,-38.924364
497,135,Livingstone,ii,CIAA,-18.356988,2,2,0,-13.73347
498,23,Florida Memorial University,unknown,Independent,-18.362313,1,1,0,-4.886077
499,75,Carleton,iii,Minnesota,-18.502216,1,1,0,-8.889068
500,76,Washington & Jefferson,iii,Presidents',-18.811492,1,1,0,-29.707898
501,24,Virginia Lynchburg,unknown,Independent,-19.392082,0,3,0,10.837124
502,77,Pacific Lutheran,iii,Northwest,-19.399389,1,2,0,-3.908853
503,136,Morehouse,ii,SIAC,-19.401192,1,3,0,-10.714735
504,25,Reinhardt,unknown,Independent,-19.421175,0,1,0,10.87632
505,78,Springfield,iii,NEWMAC,-19.436675,2,1,0,-27.401934
506,79,Central College,iii,American Rivers,-19.474704,2,1,0,-28.55061
507,80,Olivet,iii,Michigan,-19.714346,3,0,0,-37.665459
508,137,Thomas More,ii,Great Midwest Athletic,-19.718682,0,3,0,3.662186
509,81,Misericordia,iii,Mid Atlantic,-19.731547,2,1,0,-24.484291
510,138,Fort Lewis,ii,Rocky Mountain,-19.998252,2,1,1,-16.582269
511,139,Southern Connecticut State,ii,Northeast 10,-20.020838,1,1,0,-8.505785
512,82,Whitworth,iii,Northwest,-20.065091,1,1,0,-18.104627
513,83,Rose Hulman,iii,Heartland,-20.422205,2,1,0,-30.206652
514,84,Texas Lutheran,iii,Southern Collegiate Athletic,-20.4578,2,1,0,-25.379932
515,85,Brockport,iii,Empire 8,-20.538119,2,1,0,-34.903493
516,86,Millsaps,iii,Southern Athletic,-20.766431,2,1,0,-34.367184
517,87,Trine,iii,Michigan,-20.775275,2,1,0,-32.738962
518,88,Ursinus,iii,Centennial,-20.876785,3,0,0,-39.426048
519,140,Winston-Salem State,ii,CIAA,-21.373641,0,4,0,0.452886
520,89,Case Western Reserve,iii,Presidents',-21.441771,2,0,0,-28.732796
521,90,Centre,iii,Southern Athletic,-21.621817,0,2,0,-9.635777
522,91,Cal Lutheran,iii,So. Cal.,-21.918498,1,1,0,-33.161242
523,92,East Texas Baptist,iii,American Southwest,-21.956462,2,1,0,-41.448479
524,141,Southwest Minnesota State,ii,Northern Sun,-21.983246,1,3,0,-0.20742
525,142,Sul Ross State,ii,Lone Star,-22.323421,1,2,0,-15.380748
526,143,Wayne State (MI),ii,GLIAC,-22.375304,0,3,0,8.7176
527,144,Lincoln (MO),ii,Great Lakes,-22.490848,1,2,0,-23.174821
528,93,Howard Payne,iii,American Southwest,-22.664576,1,0,0,-45.838182
529,94,Shenandoah,iii,Old Dominion,-23.156925,2,1,0,-37.838217
530,95,Union,iii,Liberty League,-23.33613,1,2,0,-18.95391
531,96,Augsburg,iii,Minnesota,-23.397232,1,1,0,-30.974967
532,145,American International,ii,Northeast 10,-23.816296,2,1,0,-27.080166
533,146,Savannah State,ii,SIAC,-23.981038,0,3,0,5.54271
534,97,Hendrix,iii,Southern Athletic,-24.08247,1,1,0,-25.846431
535,26,BLUEFIELD,unknown,Independent,-24.419119,1,2,0,-26.220082
536,98,Lake Forest,iii,Midwest,-24.483833,3,0,0,-55.434946
537,147,Pace,ii,Northeast 10,-24.589477,1,2,0,-22.974238
538,99,Hampden Sydney,iii,Old Dominion,-25.341684,2,1,0,-28.12613
539,100,St. John Fisher,iii,Empire 8,-25.390457,3,0,0,-44.674903
540,101,Delaware Valley,iii,Mid Atlantic,-25.539429,2,1,0,-28.714166
541,102,Aurora,iii,NACC,-25.589465,0,3,0,-4.581331
542,148,Millersville,ii,Pennsylvania State Athletic,-25.639957,0,3,0,-3.147802
543,149,Ferrum,ii,Carolinas,-25.673125,0,3,0,-7.913873
544,103,Concordia Chicago,iii,NACC,-26.428674,3,0,0,-57.00416
545,104,Johns Hopkins,iii,Centennial,-26.446938,1,2,0,-17.731385
546,150,Barton,ii,Carolinas,-26.546033,1,3,0,-13.411713
547,105,Monmouth (IL),iii,Midwest,-26.640586,1,2,0,-29.968542
548,106,Westminster (PA),iii,Presidents',-26.740258,0,2,0,-13.556065
549,107,Carthage,iii,CCIW,-27.067039,1,1,0,-16.40269
550,108,Ithaca,iii,Liberty League,-27.074444,2,1,0,-42.525557
551,109,Belhaven,iii,USA South,-27.171597,1,2,0,-20.732532
552,151,Western New Mexico,ii,Lone Star,-27.30395,1,3,0,-11.871168
553,110,Salve Regina,iii,NEWMAC,-27.46513,3,0,0,-41.543396
554,27,Point University,unknown,Independent,-27.641703,0,2,0,1.802553
555,111,Stevenson,iii,Mid Atlantic,-27.849948,2,1,0,-35.283276
556,112,Washington and Lee,iii,Old Dominion,-28.041473,2,1,0,-25.09841
557,28,Marian (IN),unknown,Independent,-28.192253,0,1,0,2.029825
558,113,North Park,iii,CCIW,-28.27346,0,3,0,-11.831636
559,152,Bluefield State,ii,CIAA,-28.296721,0,4,0,-7.986085
560,153,West Virginia Wesleyan,ii,Mountain East,-28.491006,2,2,0,-18.81556
561,114,Wilkes,iii,Landmark Conference,-28.867136,2,1,0,-35.420258
562,154,Jamestown,ii,Northern Sun,-28.874346,0,4,0,-1.12877
563,115,Dubuque,iii,American Rivers,-28.887482,0,2,0,-5.801939
564,155,Kentucky Wesleyan,ii,Great Midwest Athletic,-28.891438,0,3,0,-5.205679
565,116,Franklin,iii,Heartland,-28.968194,1,2,0,-7.144742
566,117,Rensselaer,iii,Liberty League,-29.570881,1,2,0,-25.465418
567,156,Lincoln (PA),ii,CIAA,-29.634212,0,3,0,-11.512602
568,118,Hiram,iii,Presidents',-29.724104,2,0,0,-51.238065
569,119,Capital,iii,Ohio,-30.008649,2,1,0,-36.964002
570,120,Pomona Pitzer,iii,So. Cal.,-30.5292,1,1,0,-32.829113
571,121,Montclair State,iii,New Jersey,-30.641467,1,1,0,-24.011352
572,122,Lebanon Valley,iii,Mid Atlantic,-30.698605,0,3,0,-12.782285
573,29,Schreiner,unknown,Independent,-30.90664,2,1,0,-29.07517
574,123,Huntingdon,iii,USA South,-30.92643,1,2,0,-14.953446
575,124,Macalester,iii,Minnesota,-30.930928,1,1,0,-33.566808
576,125,Wisconsin Lutheran,iii,NACC,-31.116971,2,1,0,-40.474697
577,157,Lane College,ii,SIAC,-31.251862,0,4,0,-5.419379
578,126,Claremont Mudd Scripps,iii,So. Cal.,-31.259891,1,1,0,-25.85071
579,127,Sewanee,iii,Southern Athletic,-31.35904,1,2,0,-24.160042
580,128,North Carolina Wesleyan,iii,USA South,-31.524348,2,1,0,-42.942206
581,129,Coe,iii,American Rivers,-31.698084,1,2,0,-23.982531
582,130,Hamline,iii,Minnesota,-31.731505,1,1,0,-23.357341
583,131,Wittenberg,iii,North Coast,-31.806175,0,3,0,-17.979522
584,132,MIT,iii,NEWMAC,-32.173789,2,0,0,-59.885845
585,133,Lycoming,iii,Landmark Conference,-32.451243,1,2,0,-30.136849
586,134,Simpson (IA),iii,American Rivers,-32.617757,1,1,0,-32.881718
587,135,Southwestern U,iii,Southern Athletic,-32.674261,0,3,0,-22.792041
588,136,La Verne,iii,So. Cal.,-32.943852,2,0,0,-55.896083
589,137,Southern Virginia,iii,USA South,-33.090471,1,2,0,-30.22491
590,138,Alfred,iii,Empire 8,-33.256407,1,2,0,-30.20752
591,30,Lackawanna,unknown,Independent,-33.266954,0,2,0,-11.780915
592,139,Allegheny,iii,Presidents',-33.27703,3,0,0,-50.382856
593,140,Chicago,iii,Midwest,-33.761224,1,1,0,-30.013548
594,141,Redlands,iii,So. Cal.,-33.867789,0,2,0,-13.82634
595,142,Ohio Wesleyan,iii,North Coast,-33.891895,1,2,0,-22.346334
596,143,Lakeland,iii,NACC,-34.04378,2,1,0,-36.188434
597,144,Rochester (NY),iii,Liberty League,-34.308667,1,2,0,-30.551061
598,145,Alfred State,iii,Empire 8,-34.38724,3,0,0,-61.906368
599,31,Roanoke College,unknown,Independent,-34.448978,1,0,0,-42.831542
600,146,Albright,iii,Mid Atlantic,-34.567109,2,1,0,-47.389837
601,147,St. Olaf,iii,Minnesota,-34.584916,0,2,0,-11.293043
602,148,Western New England,iii,Commonwealth Coast,-35.11936,1,2,0,-28.778366
603,149,Millikin,iii,CCIW,-35.260094,1,2,0,-25.442813
604,150,Albion,iii,Michigan,-35.314299,0,3,0,-13.882621
605,151,Gettysburg,iii,Centennial,-35.506326,2,1,0,-38.298758
606,152,Muskingum,iii,Ohio,-36.491873,0,2,0,-6.005833
607,32,Madonna,unknown,Independent,-37.087067,1,0,0,-49.289571
608,153,Kean,iii,New Jersey,-37.095111,1,1,0,-44.714424
609,33,Lawrence Tech,unknown,Independent,-37.703287,0,1,0,-7.405791
610,154,Coast Guard,iii,NEWMAC,-37.875283,2,1,0,-49.0632
611,155,Geneva,iii,Presidents',-38.111416,1,1,0,-33.156921
612,156,Otterbein,iii,Ohio,-38.353151,1,2,0,-21.167323
613,157,Kenyon,iii,North Coast,-38.453573,1,2,0,-28.795669
614,158,Catholic,iii,Landmark Conference,-38.519814,0,3,0,-24.133916
615,34,Central Methodist,unknown,Independent,-38.676387,0,1,0,-22.490848
616,159,Wooster,iii,North Coast,-38.946531,1,2,0,-31.57207
617,160,Bridgewater State,iii,MSCAC,-39.105255,3,0,0,-55.00602
618,161,Nebraska Wesleyan,iii,American Rivers,-39.25182,0,2,0,-19.85167
619,162,Worcester State,iii,MSCAC,-39.433294,1,2,0,-45.051073
620,163,Illinois College,iii,Midwest,-39.494646,2,1,0,-54.563823
621,158,Adams State,ii,Rocky Mountain,-39.539306,0,4,0,-14.954483
622,164,Western Connecticut State,iii,Landmark Conference,-40.299928,1,2,0,-31.724085
623,165,Maryville (TN),iii,USA South,-40.393897,0,3,0,-14.178343
624,159,Saint Anselm,ii,Northeast 10,-41.037867,0,3,0,-10.545459
625,166,St. Norbert,iii,NACC,-41.197877,1,2,0,-33.114212
626,160,Post,ii,Northeast 10,-41.719117,0,3,0,-16.930024
627,35,Andrew,unknown,Independent,-41.755085,0,1,0,-11.457589
628,167,Hartwick,iii,Empire 8,-42.128395,1,2,0,-27.803401
629,168,Kalamazoo,iii,Michigan,-42.498351,1,2,0,-38.061932
630,169,Ripon,iii,Midwest,-42.552226,1,2,0,-36.784379
631,170,Bridgewater,iii,Old Dominion,-42.618977,0,2,0,-18.132938
632,171,UMass Dartmouth,iii,MSCAC,-42.685481,1,2,0,-45.672868
633,172,Averett,iii,Old Dominion,-42.703471,2,1,0,-43.330395
634,173,Greensboro,iii,USA South,-42.831542,1,2,0,-39.515058
635,174,Bethany (WV),iii,Presidents',-43.016133,2,1,0,-31.559468
636,175,Widener,iii,Mid Atlantic,-43.156918,2,1,0,-45.499766
637,176,Moravian,iii,Landmark Conference,-43.455036,0,3,0,-16.858663
638,177,King's,iii,Mid Atlantic,-43.499304,0,3,0,-34.617084
639,178,Wilmington (OH),iii,Ohio,-43.829095,1,2,0,-35.769444
640,179,Framingham State,iii,MSCAC,-44.05864,2,0,0,-47.145974
641,180,Northwestern (MN),iii,Upper Midwest,-44.113833,0,3,0,-22.459522
642,181,SUNY Maritime,iii,NEWMAC,-44.607891,2,1,0,-42.035589
643,182,SUNY Morrisville,iii,Empire 8,-44.820956,1,2,0,-31.579969
644,183,St. Scholastica,iii,Minnesota,-44.828087,0,2,0,-27.257102
645,184,New England,iii,Commonwealth Coast,-45.301862,0,3,0,-37.086308
646,185,Lyon,iii,Southern Collegiate Athletic,-45.326354,1,2,0,-37.277467
647,186,Austin,iii,Southern Collegiate Athletic,-45.460357,1,2,0,-33.437078
648,187,McDaniel,iii,Centennial,-45.734603,1,2,0,-31.019138
649,188,Pacific (OR),iii,Northwest,-45.838182,0,3,0,-30.231585
650,189,Juniata,iii,Landmark Conference,-46.554873,1,2,0,-38.172653
651,190,William Paterson,iii,New Jersey,-46.825346,0,2,0,-33.882529
652,191,Puget Sound,iii,Northwest,-46.923095,0,2,0,-18.334197
653,192,Alvernia,iii,Mid Atlantic,-47.134167,1,2,0,-46.08528
654,193,Saint Vincent,iii,Presidents',-47.164556,1,0,0,-67.873326
655,36,William Woods,unknown,Independent,-47.245658,0,1,0,-17.023579
656,194,Buena Vista,iii,American Rivers,-47.586085,1,2,0,-44.865072
657,37,Monroe,unknown,Independent,-47.688926,0,2,0,-24.202887
658,195,WPI,iii,NEWMAC,-48.041957,2,1,0,-42.159736
659,196,The College of New Jersey,iii,New Jersey,-48.145229,0,2,0,-30.659189
660,197,St. Lawrence,iii,Liberty League,-48.462327,1,2,0,-38.179196
661,198,Martin Luther,iii,Upper Midwest,-48.6314,0,3,0,-33.104396
662,38,Simpson (CA),unknown,Independent,-48.847566,1,0,0,-80.05007
663,199,Elmhurst,iii,CCIW,-48.93781,1,2,0,-39.986989
664,200,Rhodes,iii,Southern Athletic,-48.946793,0,2,0,-29.460754
665,201,Waynesburg,iii,Presidents',-49.283678,0,3,0,-28.054154
666,202,Bluffton,iii,Heartland,-49.289571,0,3,0,-30.584746
667,203,Manchester,iii,Heartland,-49.462823,1,2,0,-34.236304
668,204,Curry,iii,Commonwealth Coast,-49.578363,1,2,0,-40.529476
669,205,Vermont State Castleton,iii,New Jersey,-49.708921,2,1,0,-64.533012
670,206,Mass Maritime,iii,MSCAC,-49.813543,2,0,0,-78.536949
671,207,Crown,iii,Upper Midwest,-50.075675,1,2,0,-37.660221
672,208,Greenville,iii,Upper Midwest,-50.381293,1,2,0,-34.617989
673,209,Luther,iii,Midwest,-50.554524,2,1,0,-57.784925
674,210,Willamette,iii,Northwest,-50.908331,1,2,0,-36.437078
675,39,Phoenix,unknown,Independent,-51.020399,0,1,0,-19.998252
676,211,Minnesota Morris,iii,Upper Midwest,-51.066844,1,1,0,-37.007379
677,212,FDU Florham,iii,Mid Atlantic,-51.253715,0,3,0,-34.371495
678,213,Keystone,iii,Independent DIII,-51.599618,1,2,0,-33.012043
679,214,Husson,iii,Commonwealth Coast,-51.606466,0,3,0,-37.179091
680,215,Centenary (LA),iii,Southern Collegiate Athletic,-51.847486,0,2,0,-21.361447
681,216,Nichols,iii,Commonwealth Coast,-52.309374,0,3,0,-28.540178
682,217,Oberlin,iii,North Coast,-53.013306,0,3,0,-18.197863
683,218,Westminster (MO),iii,Upper Midwest,-53.270463,1,1,0,-64.034424
684,219,Methodist,iii,USA South,-53.961465,0,2,0,-41.417
685,220,Apprentice School,iii,Independent DIII,-54.764106,0,2,0,-22.182466
686,221,Grinnell,iii,Midwest,-54.993963,1,2,0,-37.067989
687,222,Anderson (IN),iii,Heartland,-55.310018,1,2,0,-47.050582
688,223,Plymouth State,iii,MSCAC,-55.425969,1,2,0,-48.666955
689,224,Norwich,iii,NEWMAC,-55.890725,1,1,0,-49.085624
690,225,Thiel,iii,Presidents',-57.791968,0,3,0,-30.073775
691,226,Cornell (IA),iii,Midwest,-58.384236,1,2,0,-42.335349
692,227,Guilford,iii,Old Dominion,-59.677076,1,1,0,-48.396504
693,228,Westfield State,iii,MSCAC,-60.013726,1,2,0,-56.064496
694,229,Buffalo State,iii,Liberty League,-60.05381,0,3,0,-32.351251
695,40,Mount Mercy,unknown,Independent,-60.291459,0,1,0,-54.993963
696,230,Azusa Pacific,iii,So. Cal.,-60.883835,1,1,0,-56.496961
697,231,Knox,iii,Midwest,-60.929581,1,2,0,-48.547361
698,232,Rockford,iii,NACC,-64.951673,0,3,0,-48.011287
699,233,Gallaudet,iii,Southern Collegiate Athletic,-65.376367,0,3,0,-44.193532
700,234,Fitchburg State,iii,MSCAC,-65.494833,1,2,0,-63.175703
701,41,New England College,unknown,Independent,-67.462317,1,2,0,-51.03153
702,235,Hilbert,iii,Empire 8,-67.873326,0,3,0,-36.208747
703,236,Beloit,iii,Midwest,-68.667377,1,2,0,-57.963477
704,237,Lawrence,iii,Midwest,-69.427305,0,3,0,-45.878418
705,238,Maine Maritime,iii,Commonwealth Coast,-77.694584,0,2,0,-49.761232
706,239,Eureka,iii,NACC,-78.606025,0,3,0,-51.799307
707,240,Dean,iii,MSCAC,-79.379313,0,3,0,-58.4407
708,241,Whittier,iii,So. Cal.,-80.05007,1,2,0,-73.359656
709,42,Cetys University,unknown,Independent,-110.347566,0,1,0,-80.05007
